country,total_co2,mean_co2,std_co2,years_count,pc1,pc2,cluster
Saint Kitts and Nevis,7.745,0.10466216216216216,0.08840725765580515,74,-0.6590462571299387,-0.608335355270971,0
Saint Lucia,15.911,0.2150135135135135,0.1840505806924812,74,-0.6589187726189887,-0.6083709093820701,0
Saint Pierre and Miquelon,3.867,0.052256756756756756,0.017780288308994908,74,-0.6591184506191742,-0.6083151783242732,0
Saint Vincent and the Grenadines,7.682,0.10381081081081081,0.09099415541605695,74,-0.6590457037858489,-0.6083355152554162,0
Samoa,7.562,0.10218918918918919,0.07875672194415138,74,-0.6590525842408849,-0.6083335779195626,0
Sao Tome and Principe,3.932,0.053863013698630134,0.04565642070840187,73,-0.6647821858319231,-0.6287328418863548,0
Saudi Arabia,18315.963,208.1359431818182,227.2018444268746,88,-0.3087012178342957,-0.3981144587469954,0
Senegal,284.178,3.78904,3.4441754492774326,75,-0.649025518086834,-0.5891330755431079,0
Serbia,2936.9519999999998,22.944937499999998,21.528930953395317,128,-0.32152544847327824,0.4853985339301775,2
Seychelles,15.307,0.2509344262295082,0.19208824958444307,61,-0.732707596247284,-0.8737552555007798,0
Sierra Leone,40.335,0.5450675675675676,0.31363251033090933,74,-0.658609807730894,-0.6084568099858458,0
Singapore,2190.91,29.60689189189189,18.46926038270193,74,-0.6282867173970442,-0.6169016285436629,0
Sint Maarten (Dutch part),61.478,0.6273265306122449,0.4866046846082398,98,-0.5221577947318853,-0.11857959752251132,0
Slovakia,3999.043,24.384408536585365,18.471094824346174,164,-0.11454130564682534,1.2195940892473398,2
Slovenia,896.222,7.001734375,6.661480873270657,128,-0.3430555664349127,0.4913907313669185,2
Solomon Islands,11.311,0.15709722222222222,0.11565236395314159,72,-0.6703503905046871,-0.6491770730328162,0
Somalia,34.469,0.4657972972972973,0.2744679026437088,74,-0.6586877305569006,-0.6084351284265253,0
South Africa,22255.16,158.96542857142856,165.77171941272857,140,-0.05584484308521669,0.6753758942241261,2
South America,46347.782,266.3665632183908,365.4637040161064,174,0.35980623399899836,1.3074422146612321,2
South America (GCP),46347.78,266.36655172413793,365.46368047983543,174,0.35980621093884996,1.3074422210967402,2
South Korea,20107.32,174.8462608695652,231.05345147507614,115,-0.1657641387128286,0.15595965237633488,0
South Sudan,43.723,0.5908513513513514,0.5450391385326336,74,-0.6584682907691336,-0.6084966041335509,0
Spain,15502.033,89.09214367816092,111.29396136346958,174,0.05445776292490569,1.3924812717640598,2
Sri Lanka,559.766,7.564405405405405,6.493791133494349,74,-0.6504560936931713,-0.6107309606224739,0
Sudan,508.218,6.867810810810811,6.441938899557721,74,-0.6510057272821584,-0.6105786134505595,0
Suriname,125.32300000000001,1.6935540540540541,0.802347807305192,74,-0.6575172273653939,-0.6087606563789565,0
Sweden,5098.785,29.303362068965516,26.3788261355602,174,-0.04815270230658751,1.421056598917835,2
Switzerland,3125.643,18.829174698795182,17.118867531917992,166,-0.10941357495864894,1.2621448899542378,2
Syria,1969.842,21.18109677419355,21.01588315395128,93,-0.5243643345980182,-0.22794836204874883,0
Taiwan,9880.295,56.78330459770115,94.92632282556899,174,0.012653978027489535,1.4040671225607297,2
Tajikistan,500.576,2.979619047619048,3.8003303966191346,168,-0.12060556683532479,1.3092360457318182,2
Tanzania,322.494,4.358027027027028,4.877999064777674,74,-0.6536225930218483,-0.6098498378421525,0
Thailand,8040.215,89.33572222222223,103.47781575267446,90,-0.4487154488600939,-0.3150605773476926,0
Togo,73.778,0.9970000000000001,0.834299312276927,74,-0.6580280921405908,-0.6086192640962701,0
Tonga,4.995,0.0675,0.05360772025774718,74,-0.6590903865413466,-0.6083230436228002,0
Trinidad and Tobago,1674.551,14.56131304347826,14.355627968668884,115,-0.40693613705709425,0.22324473457150149,0
Tunisia,1021.509,10.64071875,10.921885731438143,96,-0.5204648573121421,-0.1630454896748301,0
Turkey,12220.474,76.85832704402516,124.804546899405,159,-0.04094349459503093,1.0890500424623262,2
Turkmenistan,2568.726,15.290035714285715,20.447883447529396,168,-0.10009017333299834,1.3035233077952597,2
Turks and Caicos Islands,7.239,0.21291176470588236,0.11549350438170623,34,-0.886084780474251,-1.424903675128015,0
Tuvalu,0.315,0.00926470588235294,0.003048186977576569,34,-0.8862655827744299,-1.4248532267699878,0
Uganda,123.847,1.673608108108108,1.695018719883434,74,-0.6571196424762725,-0.6088730884614499,0
Ukraine,31079.16,184.995,222.0163236154867,168,0.1698155269012326,1.2284181783753683,2
United Arab Emirates,5662.051,87.10847692307694,77.0312550612793,65,-0.6113153787577428,-0.8196370453873927,0
United Kingdom,76187.635,437.8599712643678,142.981893927327,174,0.4386966807223994,1.2863537408807089,2
United States,431682.545,2480.9341666666664,2071.5085588233505,174,3.495213819523563,0.43700406030458916,1
Upper-middle-income countries,504847.362,2969.6903647058825,4739.139364456491,170,5.187311044237162,-0.12610825002550477,1
Uruguay,468.972,2.7915,2.466081167227326,168,-0.12141822989110211,1.3094643938028212,2
Uzbekistan,6617.522,39.390011904761906,47.44081780530122,168,-0.06251498177460844,1.2930707234567125,2
Vanuatu,5.445,0.0878225806451613,0.04737002032950778,62,-0.7272131739456539,-0.853290376399722,0
Venezuela,7708.912,50.05787012987013,57.15780392245599,154,-0.12853922452515582,1.00352790471351,2
Vietnam,5259.26,39.84287878787879,76.8044781094474,132,-0.2572420681458016,0.555407640798323,2
Wallis and Futuna,0.835,0.024558823529411765,0.003971040444309111,34,-0.8862554813225124,-1.4248560329871858,0
World,1807783.284,10389.559103448275,11497.098044384611,174,16.232999631715508,-3.106843728067343,3
Yemen,695.831,9.403121621621622,7.580679645593471,74,-0.6485661462993098,-0.611257184327405,0
Zambia,273.928,3.70172972972973,1.5629119756920318,74,-0.6556502455048776,-0.6092796693207775,0
Zimbabwe,815.087,6.736256198347108,4.825367928163485,121,-0.38403592014813936,0.3488412319494981,2
